Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
136	199	0	0.776973905	0	0	0	0	0	0	0	0	0	0	3
137	200	0	0.782686949	0	0	0	0	0	0	0	0	0	0	3
138	201	0	0.788399992	0	0	0	0	0	0	0	0	0	0	3
139	203	0	0.794113035	0	0	0	0	0	0	0	0	0	0	3
140	204	0	0.799826079	0	0	0	0	0	0	0	0	0	0	3
141	205	0	0.805539122	0	0	0	0	0	0	0	0	0	0	3
142	207	0	0.811252166	0	0	0	0	0	0	0	0	0	0	3
143	208	0	0.816965209	0	0	0	0	0	0	0	0	0	0	3
144	210	0	0.822678253	0	0	0	0	0	0	0	0	0	0	3
145	211	0	0.828391296	0	0	0	0	0	0	0	0	0	0	3
146	212	0	0.834104339	0	0	0	0	0	0	0	0	0	0	3
147	214	0	0.839817383	0	0	0	0	0	0	0	0	0	0	3
148	215	0	0.845530426	0	0	0	0	0	0	0	0	0	0	3
149	216	0	0.85124347	0	0	0	0	0	0	0	0	0	0	3
150	218	0	0.856956513	0	0	0	0	0	0	0	0	0	0	3
151	219	0	0.862669556	0	0	0	0	0	0	0	0	0	0	3
152	220	0	0.8683826	0	0	0	0	0	0	0	0	0	0	3
153	222	0	0.874095643	0	0	0	0	0	0	0	0	0	0	3
154	223	0	0.879808687	0	0	0	0	0	0	0	0	0	0	3
155	224	0	0.88552173	0	0	0	0	0	0	0	0	0	0	3
156	226	0	0.891234774	0	0	0	0	0	0	0	0	0	0	3
157	227	0	0.896947817	0	0	0	0	0	0	0	0	0	0	3
158	228	0	0.90266086	0	0	0	0	0	0	0	0	0	0	3
159	230	0	0.908373904	0	0	0	0	0	0	0	0	0	0	3
160	231	0	0.914086947	0	0	0	0	0	0	0	0	0	0	3
161	233	0	0.919799991	0	0	0	0	0	0	0	0	0	0	3
162	234	0	0.925513034	0	0	0	0	0	0	0	0	0	0	3
163	235	0	0.931226078	0	0	0	0	0	0	0	0	0	0	3
164	237	0	0.936939121	0	0	0	0	0	0	0	0	0	0	3
165	238	0	0.942652164	0	0	0	0	0	0	0	0	0	0	3
166	239	0	0.948365208	0	0	0	0	0	0	0	0	0	0	3
167	241	0	0.954078251	0	0	0	0	0	0	0	0	0	0	3
168	242	0	0.959791295	0	0	0	0	0	0	0	0	0	0	3
