Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
70	15	0	0.711570348	-2.22602583	-2.26402429	-2.50651475	-2.21442509	0.292089661	0	0	0	0	0	3
71	16	0	0.721735639	-2.2245849	-2.25838569	-2.47144823	-2.21442509	0.25702314	0	0	0	0	0	3
72	16	0	0.73190093	-2.22498737	-2.25345647	-2.43981617	-2.21442509	0.225391083	0	0	0	0	0	3
73	16	0	0.74206622	-2.22207215	-2.24910159	-2.40911156	-2.21442509	0.194686472	0	0	0	0	0	3
74	16	0	0.752231511	-2.22152609	-2.24534988	-2.39311303	-2.21442509	0.178687943	0	0	0	0	0	3
75	16	0	0.762396802	-2.22208516	-2.24192932	-2.37194795	-2.21442509	0.157522864	0	0	0	0	0	3
76	17	0	0.772562092	-2.22099855	-2.23891034	-2.36316578	-2.21442509	0.14874069	0	0	0	0	0	3
77	17	0	0.782727383	-2.22003605	-2.23604774	-2.33545001	-2.21442509	0.121024926	0	0	0	0	0	3
78	17	0	0.792892674	-2.22431646	-2.23382507	-2.32228068	-2.21442509	0.107855598	0	0	0	0	0	3
79	17	0	0.803057965	-2.22054345	-2.23179033	-2.30504861	-2.21442509	0.0906235273	0	0	0	0	0	3
80	17	0	0.813223255	-2.22109502	-2.23011125	-2.30120751	-2.21442509	0.086782423	0	0	0	0	0	3
81	18	0	0.823388546	-2.22264523	-2.22854001	-2.2821316	-2.21442509	0.0677065186	0	0	0	0	0	3
82	18	0	0.833553837	-2.22054996	-2.22730838	-2.27800518	-2.21442509	0.0635800935	0	0	0	0	0	3
83	18	0	0.843719127	-2.21830901	-2.22611445	-2.26312845	-2.21442509	0.0487033647	0	0	0	0	0	3
84	18	0	0.853884418	-2.2211491	-2.22527487	-2.26211094	-2.21442509	0.0476858568	0	0	0	0	0	3
85	19	0	0.864049709	-2.21921257	-2.2244169	-2.25202412	-2.21442509	0.0375990312	0	0	0	0	0	3
86	19	0	0.874214999	-2.22116706	-2.22379976	-2.24968683	-2.21442509	0.0352617454	0	0	0	0	0	3
87	19	0	0.88438029	-2.2216692	-2.22323941	-2.24090213	-2.21442509	0.0264770428	0	0	0	0	0	3
88	19	0	0.894545581	-2.22546959	-2.22293075	-2.23978449	-2.21442509	0.0253594042	0	0	0	0	0	3
89	19	0	0.904710871	-2.22299336	-2.22259493	-2.23188739	-2.21442509	0.0174623055	0	0	0	0	0	3
90	20	0	0.914876162	-2.22628633	-2.22252232	-2.23188739	-2.21442509	0.0174623055	0	0	0	0	0	3
91	20	0	0.925041453	-2.22421504	-2.22248223	-2.23188739	-2.21442509	0.0174623055	0	0	0	0	0	3
92	20	0	0.935206744	-2.22791977	-2.22258344	-2.23188739	-2.21442509	0.0174623055	0	0	0	0	0	3
93	20	0	0.945372034	-2.22433505	-2.22261903	-2.23188739	-2.21442509	0.0174623055	0	0	0	0	0	3
94	20	0	0.955537325	-2.22905959	-2.22281459	-2.23188739	-2.21442509	0.0174623055	0	0	0	0	0	3
95	21	0	0.965702616	-2.22947377	-2.22299514	-2.23188739	-2.21442509	0.0174623055	0	0	0	0	0	3
96	21	0	0.975867906	-2.23335758	-2.22337379	-2.23335758	-2.21718778	0.0161698051	0	0	0	0	0	3
97	21	0	0.986033197	-2.23299336	-2.2236414	-2.23335758	-2.21718778	0.0161698051	0	0	0	0	0	3
98	21	0	0.996198488	-2.23408562	-2.22397935	-2.23408562	-2.21783074	0.0162548885	0	0	0	0	0	3
99	21	0	1.00636378	-2.2346454	-2.22429615	-2.2346454	-2.21783074	0.0168146639	0.0832017908	0	100	0	0	3
