Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
133	72	0	1.11361189	101324.938	101324.938	101324.935	101324.939	0.004293694	0.00253781295	0	59.1	0	0	3
134	72	0	1.12198491	101324.938	101324.938	101324.936	101324.939	0.00288905673	0.00253781295	0	87.8	0	0	3
135	73	0	1.13035793	101324.938	101324.938	101324.937	101324.939	0.00212009111	0.00253781295	0	100	0	0	3
136	73	0	1.13873095	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
137	74	0	1.14710397	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
138	74	0	1.15547699	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
139	74	0	1.16385002	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
140	75	0	1.17222304	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
141	75	0	1.18059606	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
142	76	0	1.18896908	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
143	76	0	1.1973421	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
144	76	0	1.20571512	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
145	77	0	1.21408815	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
146	77	0	1.22246117	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
147	78	0	1.23083419	101324.938	101324.938	101324.937	101324.939	0.00210418219	0.00253781295	0	100	0	0	3
148	78	0	1.23920721	101324.938	101324.938	101324.937	101324.939	0.00207323888	0.00253781295	0	100	0	0	3
149	79	0	1.24758023	101324.938	101324.938	101324.937	101324.939	0.00189578214	0.00253781295	0	100	0	0	3
150	79	0	1.25595325	101324.938	101324.938	101324.937	101324.939	0.00166658203	0.00253781295	0	100	0	0	3
151	79	0	1.26432628	101324.938	101324.938	101324.937	101324.939	0.00134203298	0.00253781295	0	100	0	0	3
152	80	0	1.2726993	101324.938	101324.938	101324.937	101324.938	0.00121478662	0.00253781295	0	100	0	0	3
153	80	0	1.28107232	101324.938	101324.938	101324.937	101324.938	0.00121478662	0.00253781295	0	100	0	0	3
154	81	0	1.28944534	101324.938	101324.938	101324.937	101324.938	0.00121765559	0.00253781295	0	100	0	0	3
155	81	0	1.29781836	101324.938	101324.938	101324.937	101324.938	0.00121765559	0.00253781295	0	100	0	0	3
156	81	0	1.30619139	101324.938	101324.938	101324.937	101324.938	0.00122095394	0.00253781295	0	100	0	0	3
157	82	0	1.31456441	101324.938	101324.938	101324.937	101324.938	0.00122095394	0.00253781295	0	100	0	0	3
158	82	0	1.32293743	101324.938	101324.938	101324.937	101324.938	0.00122484958	0.00253781295	0	100	0	0	3
